,Lat,Lon,SMS,SM1,SDS,SD1,,
4132,34.09406,-118.33307,2.294,1.276,1.53,0.851,,
5047,34.16282,-118.36181,2.294,1.096,1.529,0.731,,
7003,34.16538,-118.40148,2.294,1.209,1.529,0.806,,
7695,34.17911,-118.41354,2.294,1.196,1.529,0.797,,
8679,34.14955,-118.43364,2.294,1.184,1.53,0.789,,
8680,34.14995,-118.43365,2.294,1.183,1.529,0.789,,
11358,34.26518,-118.51064,2.294,1.108,1.529,0.739,,
11651,34.04885,-118.53885,2.294,1.277,1.529,0.851,,
1866,34.05349,-118.29235,2.295,1.214,1.53,0.809,,
2159,34.05535,-118.29794,2.295,1.216,1.53,0.811,,
7422,34.1791,-118.40797,2.295,1.196,1.53,0.797,,
7632,34.17911,-118.41245,2.295,1.196,1.53,0.798,,
7644,34.17911,-118.41278,2.295,1.196,1.53,0.797,,
11299,34.2628,-118.49901,2.295,1.127,1.53,0.751,,
11346,34.26448,-118.5058,2.295,1.119,1.53,0.746,,
218,34.02511,-118.20235,2.296,1.198,1.531,0.799,,
2502,34.05645,-118.30166,2.296,1.219,1.53,0.812,,
2665,34.05698,-118.30391,2.296,1.22,1.531,0.813,,
5202,34.16231,-118.36403,2.296,1.097,1.531,0.731,,
5757,34.15957,-118.37737,2.296,1.096,1.531,0.731,,
6461,34.15694,-118.38749,2.296,1.137,1.531,0.758,,
6470,34.15687,-118.38792,2.296,1.138,1.531,0.759,,
8642,34.14991,-118.43298,2.296,1.184,1.531,0.79,,
11307,34.26336,-118.50032,2.296,1.126,1.53,0.751,,
11400,34.26746,-118.51972,2.296,1.105,1.531,0.737,,
11673,34.04805,-118.54184,2.296,1.279,1.53,0.852,,
1125,34.04911,-118.27967,2.297,1.211,1.531,0.808,,
2063,34.05494,-118.2962,2.297,1.217,1.531,0.811,,
2091,34.05521,-118.29683,2.297,1.217,1.532,0.812,,
2113,34.05534,-118.2973,2.297,1.217,1.531,0.812,,
2557,34.05673,-118.30231,2.297,1.22,1.531,0.813,,
2657,34.05712,-118.30384,2.297,1.221,1.532,0.814,,
3820,34.09368,-118.32369,2.297,1.26,1.531,0.84,,
4234,34.0932,-118.33774,2.297,1.278,1.531,0.852,,
5529,34.08463,-118.37277,2.297,1.294,1.531,0.863,,
6385,34.07626,-118.38553,2.297,1.285,1.532,0.856,,
6393,34.0749,-118.38582,2.297,1.28,1.531,0.853,,
6636,34.15723,-118.39333,2.297,1.174,1.532,0.783,,
8638,34.14942,-118.43293,2.297,1.185,1.531,0.79,,
8643,34.14909,-118.43298,2.297,1.186,1.531,0.791,,
11301,34.2635,-118.49949,2.297,1.131,1.531,0.754,,
11334,34.26505,-118.50515,2.297,1.124,1.532,0.749,,
11336,34.26512,-118.50546,2.297,1.124,1.532,0.749,,
11347,34.26512,-118.506,2.297,1.122,1.531,0.748,,
11348,34.26512,-118.50625,2.297,1.121,1.531,0.747,,
11349,34.26513,-118.50645,2.297,1.12,1.531,0.747,,
11675,34.04806,-118.5423,2.297,1.279,1.531,0.853,,
1022,34.04758,-118.27628,2.298,1.212,1.532,0.808,,
1059,34.04805,-118.27736,2.298,1.212,1.532,0.808,,
2556,34.05686,-118.30231,2.298,1.221,1.532,0.814,,
5048,34.16268,-118.36181,2.298,1.098,1.532,0.732,,
5272,34.16195,-118.36557,2.298,1.097,1.532,0.732,,
5488,34.16081,-118.37138,2.298,1.098,1.532,0.732,,
8621,34.1492,-118.43255,2.298,1.186,1.532,0.791,,
11333,34.26509,-118.50479,2.298,1.126,1.532,0.75,,
1925,34.05425,-118.2934,2.299,1.217,1.533,0.811,,
2656,34.05726,-118.30384,2.299,1.222,1.533,0.815,,
3748,34.08281,-118.32201,2.299,1.246,1.533,0.831,,
6401,34.07432,-118.3861,2.299,1.278,1.533,0.852,,
6627,34.15708,-118.39307,2.299,1.172,1.532,0.781,,
8598,34.14958,-118.43215,2.299,1.186,1.533,0.791,,
8599,34.14942,-118.43215,2.299,1.186,1.533,0.791,,
8622,34.14883,-118.43255,2.299,1.187,1.533,0.791,,
11297,34.2638,-118.49839,2.299,1.139,1.532,0.759,,
11300,34.26423,-118.49929,2.299,1.138,1.533,0.759,,
11302,34.26423,-118.49961,2.299,1.136,1.533,0.757,,
11303,34.26423,-118.50005,2.299,1.134,1.532,0.756,,
11305,34.26451,-118.50028,2.299,1.136,1.533,0.757,,
11669,34.04918,-118.54031,2.299,1.28,1.533,0.853,,
11672,34.04891,-118.54115,2.299,1.28,1.533,0.853,,
1632,34.05279,-118.28867,2.3,1.216,1.534,0.811,,
2062,34.05521,-118.2962,2.3,1.218,1.533,0.812,,
3123,34.05893,-118.31045,2.3,1.226,1.533,0.818,,
4055,34.0946,-118.33141,2.3,1.279,1.533,0.853,,
7867,34.17182,-118.41785,2.3,1.195,1.533,0.797,,
8481,34.15194,-118.43074,2.3,1.187,1.533,0.791,,
8628,34.14773,-118.43271,2.3,1.189,1.533,0.792,,
11674,34.04866,-118.54227,2.3,1.281,1.533,0.854,,
11676,34.04861,-118.5425,2.3,1.281,1.533,0.854,,
1695,34.05313,-118.28937,2.301,1.217,1.534,0.811,,
1968,34.05476,-118.29442,2.301,1.219,1.534,0.812,,
2504,34.05701,-118.3017,2.301,1.222,1.534,0.815,,
3685,34.09273,-118.32101,2.301,1.251,1.534,0.834,,
4183,34.09398,-118.3344,2.301,1.28,1.534,0.853,,
5203,34.16213,-118.36403,2.301,1.099,1.534,0.733,,
7464,34.17912,-118.40902,2.301,1.199,1.534,0.8,,
7697,34.17574,-118.41356,2.301,1.198,1.534,0.798,,
8482,34.15133,-118.43074,2.301,1.187,1.534,0.791,,
11677,34.04851,-118.54307,2.301,1.281,1.534,0.854,,
2069,34.0555,-118.29624,2.302,1.22,1.535,0.813,,
2082,34.05552,-118.29654,2.302,1.22,1.534,0.813,,
3005,34.05866,-118.30824,2.302,1.227,1.535,0.818,,
3164,34.05925,-118.31087,2.302,1.228,1.535,0.819,,
5457,34.20558,-118.37073,2.302,1.233,1.535,0.822,,
5528,34.08481,-118.37277,2.302,1.297,1.535,0.865,,
6422,34.07261,-118.38659,2.302,1.272,1.535,0.848,,
7046,34.16709,-118.40255,2.302,1.21,1.534,0.807,,
8426,34.15173,-118.43,2.302,1.188,1.535,0.792,,
8430,34.15194,-118.43005,2.302,1.188,1.535,0.792,,
11287,34.26376,-118.49447,2.302,1.16,1.535,0.773,,
1583,34.05294,-118.28824,2.303,1.218,1.536,0.812,,
1701,34.0533,-118.28941,2.303,1.218,1.535,0.812,,
5019,34.1626,-118.36116,2.303,1.1,1.535,0.733,,
6402,34.07544,-118.38611,2.303,1.282,1.536,0.855,,
8431,34.15083,-118.43005,2.303,1.188,1.536,0.792,,
8437,34.15067,-118.43006,2.303,1.188,1.536,0.792,,
1635,34.05312,-118.28868,2.304,1.218,1.536,0.812,,
3159,34.05944,-118.31083,2.304,1.229,1.536,0.819,,
3336,34.05999,-118.31295,2.304,1.23,1.536,0.82,,
3715,34.09327,-118.32151,2.304,1.257,1.536,0.838,,
5251,34.16178,-118.3651,2.304,1.101,1.536,0.734,,
5671,34.15968,-118.37539,2.304,1.1,1.536,0.733,,
6264,34.15762,-118.38284,2.304,1.118,1.536,0.745,,
1097,34.04979,-118.27862,2.305,1.215,1.537,0.81,,
1706,34.05349,-118.28945,2.305,1.219,1.537,0.813,,
1996,34.05535,-118.29501,2.305,1.221,1.537,0.814,,
3122,34.05944,-118.31045,2.305,1.229,1.536,0.82,,
3649,34.09273,-118.32041,2.305,1.252,1.537,0.835,,
4287,34.09284,-118.34076,2.305,1.283,1.537,0.855,,
5387,34.16108,-118.36862,2.305,1.1,1.537,0.734,,
6307,34.15731,-118.3838,2.305,1.123,1.537,0.749,,
8350,34.15204,-118.42884,2.305,1.19,1.537,0.793,,
8352,34.15187,-118.42888,2.305,1.19,1.537,0.793,,
8379,34.15134,-118.42927,2.305,1.189,1.537,0.793,,
8432,34.14989,-118.43005,2.305,1.189,1.536,0.792,,
8433,34.14972,-118.43005,2.305,1.189,1.537,0.793,,
1637,34.05333,-118.28869,2.306,1.219,1.537,0.813,,
2024,34.05553,-118.29536,2.306,1.222,1.537,0.815,,
2816,34.05843,-118.30571,2.306,1.227,1.537,0.818,,
3279,34.05999,-118.31217,2.306,1.231,1.537,0.821,,
3409,34.06044,-118.31394,2.306,1.232,1.537,0.821,,
5273,34.16162,-118.36557,2.306,1.101,1.537,0.734,,
5381,34.16108,-118.36842,2.306,1.101,1.537,0.734,,
8334,34.15197,-118.42855,2.306,1.19,1.537,0.793,,
8351,34.15152,-118.42885,2.306,1.19,1.537,0.793,,
8353,34.15118,-118.42888,2.306,1.19,1.538,0.793,,
8354,34.15168,-118.42889,2.306,1.19,1.537,0.793,,
8355,34.15135,-118.4289,2.306,1.19,1.537,0.793,,
8380,34.15074,-118.4293,2.306,1.189,1.537,0.793,,
8393,34.15013,-118.42957,2.306,1.189,1.537,0.793,,
8434,34.14923,-118.43005,2.306,1.19,1.537,0.793,,
8439,34.1489,-118.43009,2.306,1.19,1.537,0.794,,
9336,34.25025,-118.44468,2.306,1.233,1.537,0.822,,
983,34.04835,-118.27515,2.307,1.217,1.538,0.811,,
1028,34.0489,-118.27637,2.307,1.216,1.538,0.811,,
1791,34.05416,-118.29072,2.307,1.221,1.538,0.814,,
5289,34.16147,-118.36611,2.307,1.102,1.538,0.735,,
5550,34.16008,-118.37331,2.307,1.101,1.538,0.734,,
6280,34.15736,-118.38312,2.307,1.121,1.538,0.747,,
6676,34.15687,-118.3942,2.307,1.184,1.538,0.789,,
8327,34.15161,-118.42828,2.307,1.191,1.538,0.794,,
8328,34.15177,-118.42829,2.307,1.19,1.538,0.794,,
8427,34.14859,-118.43002,2.307,1.191,1.538,0.794,,
8435,34.14873,-118.43005,2.307,1.191,1.538,0.794,,
1634,34.05351,-118.28868,2.308,1.22,1.538,0.814,,
2901,34.05888,-118.30698,2.308,1.229,1.538,0.819,,
3206,34.06002,-118.31139,2.308,1.232,1.539,0.821,,
3318,34.0604,-118.31276,2.308,1.233,1.539,0.822,,
3651,34.093,-118.32042,2.308,1.255,1.539,0.837,,
7041,34.16602,-118.4024,2.308,1.215,1.539,0.81,,
7052,34.16651,-118.40262,2.308,1.214,1.539,0.809,,
8316,34.15141,-118.42805,2.308,1.191,1.539,0.794,,
8330,34.15141,-118.42834,2.308,1.19,1.538,0.794,,
8356,34.1501,-118.42891,2.308,1.19,1.538,0.793,,
8365,34.14939,-118.42913,2.308,1.191,1.539,0.794,,
8368,34.14922,-118.42916,2.308,1.191,1.539,0.794,,
8394,34.14898,-118.42958,2.308,1.191,1.538,0.794,,
8467,34.14727,-118.43048,2.308,1.193,1.538,0.795,,
977,34.04859,-118.275,2.309,1.218,1.539,0.812,,
1116,34.05048,-118.27921,2.309,1.218,1.539,0.812,,
1576,34.05349,-118.28813,2.309,1.221,1.54,0.814,,
2787,34.05866,-118.30532,2.309,1.229,1.54,0.819,,
3286,34.0604,-118.31237,2.309,1.233,1.54,0.822,,
3303,34.0604,-118.31256,2.309,1.233,1.539,0.822,,
4222,34.09369,-118.33713,2.309,1.285,1.54,0.857,,
4297,34.09285,-118.34128,2.309,1.285,1.539,0.857,,
5356,34.16109,-118.36772,2.309,1.103,1.539,0.735,,
7879,34.1667,-118.41818,2.309,1.198,1.539,0.798,,
7880,34.1667,-118.41818,2.309,1.198,1.539,0.798,,
8309,34.15144,-118.42788,2.309,1.191,1.539,0.794,,
8369,34.14889,-118.42916,2.309,1.192,1.539,0.795,,
8374,34.14872,-118.42922,2.309,1.192,1.539,0.795,,
11549,34.27393,-118.535,2.309,1.164,1.539,0.776,,
1460,34.05289,-118.28622,2.31,1.221,1.54,0.814,,
1705,34.054,-118.28945,2.31,1.222,1.54,0.815,,
1983,34.0557,-118.29467,2.31,1.224,1.54,0.816,,
2093,34.05647,-118.29685,2.31,1.225,1.54,0.817,,
2702,34.05853,-118.30446,2.31,1.229,1.54,0.819,,
2852,34.05889,-118.30623,2.31,1.23,1.54,0.82,,
2999,34.05943,-118.3082,2.31,1.231,1.54,0.821,,
3256,34.0604,-118.31197,2.31,1.234,1.54,0.822,,
3610,34.09188,-118.31935,2.31,1.248,1.54,0.832,,
3611,34.09188,-118.31935,2.31,1.248,1.54,0.832,,
3669,34.09341,-118.32086,2.31,1.259,1.54,0.839,,
4288,34.09299,-118.34079,2.31,1.286,1.54,0.857,,
6226,34.15736,-118.38245,2.31,1.119,1.54,0.746,,
7051,34.16626,-118.4026,2.31,1.215,1.54,0.81,,
8298,34.15099,-118.42759,2.31,1.192,1.54,0.794,,
8303,34.15099,-118.42776,2.31,1.191,1.54,0.794,,
8304,34.15064,-118.42777,2.31,1.192,1.54,0.794,,
8317,34.15049,-118.42806,2.31,1.191,1.54,0.794,,
8364,34.14832,-118.42912,2.31,1.193,1.54,0.795,,
8366,34.14857,-118.42913,2.31,1.192,1.54,0.795,,
2627,34.0584,-118.3034,2.311,1.229,1.541,0.82,,
3235,34.0604,-118.31177,2.311,1.234,1.541,0.823,,
3774,34.09423,-118.32261,2.311,1.268,1.541,0.845,,
5020,34.16226,-118.36116,2.311,1.104,1.541,0.736,,
6580,34.15606,-118.39191,2.311,1.166,1.541,0.777,,
6609,34.15624,-118.39275,2.311,1.173,1.541,0.782,,
8290,34.15098,-118.42735,2.311,1.192,1.541,0.795,,
1526,34.05348,-118.28742,2.312,1.222,1.541,0.815,,
1702,34.05417,-118.28942,2.312,1.223,1.541,0.815,,
1749,34.05432,-118.28998,2.312,1.223,1.541,0.815,,
2718,34.0587,-118.30449,2.312,1.23,1.541,0.82,,
2938,34.0594,-118.30747,2.312,1.232,1.541,0.821,,
3220,34.06043,-118.31159,2.312,1.234,1.541,0.823,,
5336,34.16107,-118.36725,2.312,1.104,1.541,0.736,,
6450,34.15614,-118.38737,2.312,1.141,1.541,0.76,,
8275,34.15097,-118.42705,2.312,1.192,1.541,0.795,,
3172,34.06039,-118.31098,2.313,1.235,1.542,0.823,,
3839,34.09464,-118.32402,2.313,1.273,1.542,0.849,,
5578,34.08466,-118.37389,2.313,1.307,1.542,0.871,,
8279,34.15007,-118.42712,2.313,1.193,1.542,0.795,,
1485,34.05345,-118.28655,2.314,1.224,1.543,0.816,,
2090,34.05682,-118.29676,2.314,1.228,1.543,0.818,,
3630,34.09301,-118.31978,2.314,1.257,1.543,0.838,,
4113,34.09479,-118.33254,2.314,1.288,1.542,0.859,,
4221,34.09383,-118.33713,2.314,1.288,1.543,0.859,,
6154,34.15735,-118.38156,2.314,1.116,1.543,0.744,,
6641,34.15626,-118.39343,2.314,1.179,1.542,0.786,,
1524,34.05383,-118.28739,2.315,1.224,1.544,0.816,,
2717,34.05901,-118.30449,2.315,1.232,1.543,0.821,,
3804,34.09465,-118.32334,2.315,1.273,1.543,0.849,,
5021,34.16212,-118.36116,2.315,1.106,1.543,0.737,,
7039,34.16522,-118.40237,2.315,1.216,1.543,0.811,,
7114,34.16791,-118.40355,2.315,1.213,1.543,0.809,,
1375,34.05316,-118.28504,2.316,1.224,1.544,0.816,,
2716,34.05915,-118.30449,2.316,1.233,1.544,0.822,,
8238,34.15062,-118.42587,2.316,1.194,1.544,0.796,,
1459,34.05362,-118.28622,2.317,1.225,1.545,0.817,,
2412,34.05828,-118.30057,2.317,1.231,1.545,0.821,,
5433,34.2059,-118.37006,2.317,1.234,1.545,0.823,,
5577,34.0848,-118.37388,2.317,1.309,1.545,0.873,,
6591,34.15583,-118.39236,2.317,1.171,1.544,0.781,,
8213,34.15056,-118.42537,2.317,1.195,1.545,0.797,,
8227,34.15008,-118.42563,2.317,1.195,1.545,0.796,,
8234,34.15007,-118.42578,2.317,1.195,1.545,0.796,,
2720,34.0593,-118.30451,2.318,1.234,1.545,0.823,,
3668,34.0941,-118.32086,2.318,1.267,1.545,0.845,,
3777,34.09465,-118.32266,2.318,1.273,1.545,0.849,,
5274,34.16113,-118.36557,2.318,1.107,1.546,0.738,,
5533,34.15954,-118.37287,2.318,1.107,1.545,0.738,,
6468,34.15577,-118.38776,2.318,1.144,1.545,0.762,,
7997,34.15792,-118.42107,2.318,1.198,1.545,0.799,,
1578,34.05448,-118.28814,2.319,1.227,1.546,0.818,,
1876,34.05591,-118.29259,2.319,1.229,1.546,0.819,,
4185,34.09453,-118.33442,2.319,1.291,1.546,0.861,,
4273,34.0934,-118.34012,2.319,1.292,1.546,0.861,,
5503,34.15979,-118.37205,2.319,1.107,1.546,0.738,,
5628,34.15891,-118.37472,2.319,1.109,1.546,0.739,,
6711,34.15626,-118.39483,2.319,1.193,1.546,0.795,,
1973,34.05664,-118.29451,2.32,1.23,1.547,0.82,,
2411,34.05855,-118.30057,2.32,1.233,1.547,0.822,,
3629,34.09356,-118.31978,2.32,1.263,1.546,0.842,,
3830,34.09501,-118.32382,2.32,1.279,1.547,0.852,,
4213,34.09411,-118.33664,2.32,1.292,1.547,0.861,,
5649,34.08439,-118.37498,2.32,1.313,1.547,0.875,,
7960,34.15795,-118.42007,2.32,1.199,1.547,0.8,,
7983,34.15731,-118.42069,2.32,1.199,1.546,0.799,,
2463,34.05883,-118.30122,2.321,1.234,1.547,0.823,,
3615,34.09301,-118.31936,2.321,1.259,1.547,0.839,,
6455,34.15566,-118.3874,2.321,1.143,1.548,0.762,,
7403,34.17181,-118.40755,2.321,1.206,1.547,0.804,,
7411,34.1718,-118.40775,2.321,1.206,1.547,0.804,,
992,34.05043,-118.27537,2.322,1.224,1.548,0.816,,
2065,34.05743,-118.29621,2.322,1.232,1.548,0.821,,
2664,34.05951,-118.30388,2.322,1.236,1.548,0.824,,
3609,34.09315,-118.31935,2.322,1.26,1.548,0.84,,
6008,34.15733,-118.37987,2.322,1.112,1.548,0.741,,
6911,34.15793,-118.39931,2.322,1.226,1.548,0.817,,
7087,34.16633,-118.40315,2.322,1.214,1.548,0.81,,
7383,34.17183,-118.40709,2.322,1.206,1.548,0.804,,
8203,34.14791,-118.42522,2.322,1.2,1.548,0.8,,
850,34.04835,-118.27041,2.323,1.224,1.548,0.816,,
989,34.05054,-118.27527,2.323,1.225,1.549,0.817,,
1418,34.05407,-118.28568,2.323,1.229,1.549,0.819,,
2523,34.05916,-118.30196,2.323,1.235,1.548,0.823,,
5348,34.16056,-118.36752,2.323,1.109,1.549,0.74,,
7058,34.16525,-118.40275,2.323,1.216,1.549,0.81,,
7754,34.16405,-118.4143,2.323,1.203,1.549,0.802,,
8064,34.15242,-118.4225,2.323,1.198,1.549,0.799,,
8190,34.1481,-118.42489,2.323,1.2,1.549,0.8,,
8233,34.14649,-118.42575,2.323,1.202,1.549,0.801,,
3608,34.09329,-118.31935,2.324,1.262,1.549,0.841,,
4181,34.09474,-118.33424,2.324,1.294,1.549,0.863,,
5339,34.16056,-118.36731,2.324,1.11,1.55,0.74,,
5700,34.15819,-118.37594,2.324,1.112,1.55,0.742,,
7690,34.16437,-118.41348,2.324,1.204,1.55,0.803,,
11003,34.26415,-118.46936,2.324,1.291,1.549,0.86,,
841,34.04854,-118.27022,2.325,1.225,1.55,0.817,,
987,34.05067,-118.27521,2.325,1.226,1.55,0.817,,
1184,34.05286,-118.28151,2.325,1.228,1.55,0.819,,
1313,34.05363,-118.28385,2.325,1.229,1.55,0.819,,
1484,34.05447,-118.28655,2.325,1.23,1.55,0.82,,
1655,34.05526,-118.28888,2.325,1.231,1.55,0.82,,
1949,34.05692,-118.29381,2.325,1.233,1.55,0.822,,
3607,34.09342,-118.31935,2.325,1.263,1.55,0.842,,
5447,34.20647,-118.37066,2.325,1.235,1.55,0.824,,
5619,34.08474,-118.37457,2.325,1.314,1.55,0.876,,
6456,34.15547,-118.3874,2.325,1.145,1.55,0.763,,
7669,34.16415,-118.41328,2.325,1.204,1.55,0.803,,
7692,34.16395,-118.4135,2.325,1.204,1.55,0.803,,
980,34.05083,-118.2751,2.326,1.227,1.551,0.818,,
3440,34.06259,-118.31442,2.326,1.244,1.55,0.829,,
3803,34.09527,-118.32334,2.326,1.282,1.55,0.855,,
7303,34.17133,-118.40565,2.326,1.208,1.551,0.805,,
7704,34.16307,-118.41374,2.326,1.205,1.551,0.803,,
8047,34.15095,-118.42218,2.326,1.199,1.551,0.8,,
2466,34.05938,-118.30124,2.327,1.237,1.551,0.825,,
3907,34.09556,-118.32544,2.327,1.288,1.551,0.858,,
5314,34.16057,-118.36666,2.327,1.111,1.551,0.741,,
6639,34.15541,-118.39342,2.327,1.183,1.552,0.789,,
7075,34.16525,-118.40295,2.327,1.215,1.552,0.81,,
7664,34.16342,-118.41318,2.327,1.205,1.551,0.803,,
7744,34.16244,-118.4142,2.327,1.204,1.551,0.803,,
7750,34.16212,-118.41424,2.327,1.204,1.551,0.803,,
7862,34.15731,-118.41771,2.327,1.203,1.552,0.802,,
8180,34.14628,-118.42452,2.327,1.204,1.552,0.803,,
11283,34.2711,-118.49349,2.327,1.238,1.551,0.826,,
2465,34.05953,-118.30124,2.328,1.238,1.552,0.825,,
5644,34.08466,-118.37496,2.328,1.314,1.552,0.876,,
6451,34.15534,-118.38737,2.328,1.145,1.552,0.763,,
6618,34.15527,-118.39284,2.328,1.178,1.552,0.785,,
7665,34.163,-118.41321,2.328,1.205,1.552,0.803,,
11285,34.2717,-118.49411,2.328,1.241,1.552,0.827,,
1303,34.05392,-118.28352,2.329,1.231,1.553,0.821,,
1404,34.05448,-118.28539,2.329,1.232,1.552,0.821,,
3614,34.0939,-118.31936,2.329,1.268,1.553,0.845,,
6502,34.07378,-118.38902,2.329,1.277,1.552,0.851,,
6513,34.07378,-118.3894,2.329,1.277,1.552,0.851,,
7057,34.16458,-118.40273,2.329,1.216,1.552,0.811,,
7660,34.1623,-118.41313,2.329,1.206,1.553,0.804,,
7694,34.16199,-118.41351,2.329,1.205,1.553,0.804,,
7707,34.16158,-118.41377,2.329,1.205,1.553,0.804,,
8000,34.15063,-118.42121,2.329,1.201,1.553,0.801,,
8018,34.15003,-118.42184,2.329,1.2,1.552,0.8,,
3575,34.09301,-118.31872,2.33,1.262,1.554,0.841,,
6463,34.15516,-118.38753,2.33,1.147,1.554,0.764,,
6657,34.15532,-118.39379,2.33,1.187,1.553,0.791,,
7680,34.16154,-118.41342,2.33,1.206,1.553,0.804,,
7722,34.16092,-118.41409,2.33,1.205,1.553,0.804,,
7723,34.16058,-118.41409,2.33,1.206,1.554,0.804,,
8054,34.1485,-118.42228,2.33,1.203,1.553,0.802,,
8126,34.14737,-118.4231,2.33,1.204,1.553,0.803,,
245,34.03053,-118.20555,2.331,1.217,1.554,0.811,,
1140,34.05299,-118.28007,2.331,1.231,1.554,0.821,,
1189,34.05355,-118.28179,2.331,1.232,1.554,0.821,,
6521,34.07406,-118.38969,2.331,1.278,1.554,0.852,,
7681,34.161,-118.41342,2.331,1.206,1.554,0.804,,
7742,34.16027,-118.41419,2.331,1.206,1.554,0.804,,
7976,34.15065,-118.42053,2.331,1.202,1.554,0.801,,
1245,34.05384,-118.28258,2.332,1.232,1.554,0.822,,
4216,34.09448,-118.33666,2.332,1.3,1.555,0.866,,
7121,34.1663,-118.40363,2.332,1.214,1.555,0.809,,
7682,34.16056,-118.41342,2.332,1.206,1.555,0.804,,
7762,34.15936,-118.41455,2.332,1.206,1.555,0.804,,
7763,34.15922,-118.41455,2.332,1.206,1.555,0.804,,
7764,34.15908,-118.41455,2.332,1.206,1.555,0.804,,
9028,34.25333,-118.43928,2.332,1.315,1.555,0.876,,
1085,34.05255,-118.27823,2.333,1.232,1.555,0.821,,
3574,34.09329,-118.31872,2.333,1.265,1.555,0.843,,
4210,34.09465,-118.33598,2.333,1.3,1.556,0.867,,
4308,34.09348,-118.34162,2.333,1.3,1.556,0.867,,
5701,34.15767,-118.37594,2.333,1.117,1.555,0.745,,
6678,34.15524,-118.39428,2.333,1.192,1.555,0.795,,
6749,34.15549,-118.39553,2.333,1.203,1.555,0.802,,
7729,34.15908,-118.41412,2.333,1.206,1.556,0.804,,
7765,34.15895,-118.41455,2.333,1.206,1.555,0.804,,
7766,34.15881,-118.41455,2.333,1.206,1.555,0.804,,
7786,34.1579,-118.41519,2.333,1.206,1.555,0.804,,
3439,34.06348,-118.31441,2.334,1.249,1.556,0.833,,
3454,34.06357,-118.31472,2.334,1.25,1.556,0.833,,
6453,34.15498,-118.38739,2.334,1.147,1.556,0.765,,
6771,34.15548,-118.39579,2.334,1.206,1.556,0.804,,
7076,34.16458,-118.40295,2.334,1.216,1.556,0.811,,
7685,34.1598,-118.41343,2.334,1.207,1.556,0.805,,
7730,34.15893,-118.41412,2.334,1.206,1.556,0.804,,
7731,34.15878,-118.41412,2.334,1.206,1.556,0.804,,
1155,34.05351,-118.28051,2.335,1.234,1.557,0.823,,
1253,34.05424,-118.28273,2.335,1.235,1.557,0.823,,
1746,34.05666,-118.28996,2.335,1.237,1.557,0.825,,
3632,34.09511,-118.31979,2.335,1.278,1.556,0.852,,
3636,34.09524,-118.31983,2.335,1.28,1.557,0.853,,
3898,34.09593,-118.32528,2.335,1.293,1.557,0.862,,
8008,34.14704,-118.42158,2.335,1.207,1.557,0.805,,
7927,34.15001,-118.41936,2.336,1.204,1.557,0.803,,
3613,34.0947,-118.31936,2.337,1.276,1.558,0.85,,
3635,34.09538,-118.31983,2.337,1.281,1.558,0.854,,
6448,34.15483,-118.38735,2.337,1.148,1.558,0.765,,
7299,34.16663,-118.40563,2.337,1.211,1.558,0.808,,
7906,34.15004,-118.41893,2.337,1.204,1.558,0.803,,
3399,34.06366,-118.31375,2.338,1.251,1.558,0.834,,
7300,34.16617,-118.40563,2.338,1.212,1.559,0.808,,
7529,34.16123,-118.41052,2.338,1.21,1.559,0.806,,
7885,34.15059,-118.41833,2.338,1.205,1.559,0.803,,
3536,34.09207,-118.31757,2.339,1.261,1.56,0.84,,
5400,34.15928,-118.36924,2.339,1.118,1.559,0.745,,
7301,34.16586,-118.40563,2.339,1.212,1.559,0.808,,
7871,34.15065,-118.41795,2.339,1.205,1.559,0.804,,
7886,34.15004,-118.41833,2.339,1.205,1.559,0.803,,
3350,34.06371,-118.31316,2.34,1.252,1.56,0.835,,
3578,34.09398,-118.31873,2.34,1.271,1.56,0.847,,
5397,34.15929,-118.36904,2.34,1.119,1.56,0.746,,
6488,34.07599,-118.38845,2.34,1.285,1.56,0.856,,
6762,34.15497,-118.3957,2.34,1.207,1.56,0.805,,
7219,34.16623,-118.40489,2.34,1.213,1.56,0.808,,
7716,34.15568,-118.41406,2.34,1.208,1.56,0.806,,
7717,34.15568,-118.41406,2.34,1.208,1.56,0.806,,
7938,34.14756,-118.41947,2.34,1.209,1.56,0.806,,
3581,34.0942,-118.31876,2.341,1.273,1.561,0.849,,
7726,34.15516,-118.41411,2.341,1.208,1.561,0.806,,
7931,34.14725,-118.41939,2.341,1.21,1.561,0.807,,
10526,34.26785,-118.46377,2.341,1.351,1.56,0.901,,
2193,34.06003,-118.2984,2.342,1.245,1.561,0.83,,
3442,34.06427,-118.31443,2.342,1.254,1.561,0.836,,
3516,34.0915,-118.31707,2.342,1.259,1.561,0.84,,
3528,34.09207,-118.3174,2.342,1.262,1.561,0.841,,
3606,34.09517,-118.31934,2.342,1.28,1.561,0.854,,
4209,34.09492,-118.33598,2.342,1.305,1.561,0.87,,
5641,34.15732,-118.37494,2.342,1.122,1.561,0.748,,
7608,34.15732,-118.41203,2.342,1.21,1.562,0.807,,
7835,34.15065,-118.41681,2.342,1.207,1.561,0.805,,
7850,34.15004,-118.41724,2.342,1.207,1.561,0.805,,
7932,34.14694,-118.41939,2.342,1.21,1.561,0.807,,
7933,34.1467,-118.41941,2.342,1.211,1.561,0.807,,
10517,34.26813,-118.46369,2.342,1.355,1.561,0.904,,
4272,34.09409,-118.34012,2.343,1.306,1.562,0.871,,
