,Lat,Lon,SMS,SM1,SDS,SD1,
8383,34.19423,-118.42936,2.245,1.178,1.496,0.785,1.122
8384,34.05482,-118.42939,2.219,1.231,1.479,0.821,1.10925
8385,34.20457,-118.4294,2.256,1.15,1.504,0.767,1.128
8386,34.02956,-118.4294,2.063,1.144,1.376,0.763,1.032
8387,34.04169,-118.42941,2.146,1.193,1.43,0.796,1.0725
8388,34.17242,-118.42944,2.276,1.184,1.517,0.789,1.13775
8389,34.00484,-118.42947,1.867,1.038,1.245,0.692,0.93375
8390,34.0418,-118.4295,2.147,1.194,1.431,0.796,1.07325
8391,34.05321,-118.42954,2.213,1.23,1.475,0.82,1.10625
8392,34.05276,-118.42956,2.211,1.229,1.474,0.82,1.1055
8393,34.15013,-118.42957,2.306,1.189,1.537,0.793,1.15275
8394,34.14898,-118.42958,2.308,1.191,1.538,0.794,1.1535
8395,34.00471,-118.42958,1.865,1.038,1.244,0.692,0.933
8396,34.04968,-118.42959,2.199,1.225,1.466,0.817,1.0995
8397,34.05035,-118.42963,2.202,1.227,1.468,0.818,1.101
8398,34.17867,-118.42964,2.267,1.182,1.511,0.788,1.13325
8399,34.05199,-118.42969,2.208,1.229,1.472,0.819,1.104
8400,34.00462,-118.42971,1.864,1.037,1.243,0.692,0.93225
8401,33.98336,-118.42976,1.659,0.985,1.106,0.657,0.8295
8402,34.04992,-118.42978,2.201,1.226,1.467,0.818,1.10025
8403,34.22317,-118.4298,2.24,1.086,1.493,0.724,1.11975
8404,34.17812,-118.4298,2.267,1.182,1.511,0.788,1.13325
8405,34.05454,-118.42981,2.218,1.231,1.479,0.821,1.10925
8406,34.00673,-118.42982,1.893,1.047,1.262,0.698,0.9465
8407,34.00796,-118.42983,1.91,1.052,1.273,0.701,0.95475
8408,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8409,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8410,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8411,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8412,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8413,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8414,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8415,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8416,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8417,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8418,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8419,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8420,34.17962,-118.42985,2.265,1.181,1.51,0.788,1.1325
8421,34.00456,-118.42985,1.863,1.037,1.242,0.691,0.9315
8422,34.05063,-118.42986,2.204,1.227,1.469,0.818,1.10175
8423,34.02914,-118.42989,2.061,1.142,1.374,0.762,1.0305
8424,34.00684,-118.42993,1.894,1.047,1.263,0.698,0.94725
8425,34.22331,-118.42994,2.24,1.087,1.493,0.724,1.11975
8426,34.15173,-118.43,2.302,1.188,1.535,0.792,1.15125
8427,34.14859,-118.43002,2.307,1.191,1.538,0.794,1.1535
8428,34.04144,-118.43002,2.145,1.193,1.43,0.795,1.0725
8429,34.21505,-118.43003,2.214,1.079,1.476,0.719,1.107
8430,34.15194,-118.43005,2.302,1.188,1.535,0.792,1.15125
8431,34.15083,-118.43005,2.303,1.188,1.536,0.792,1.152
8432,34.14989,-118.43005,2.305,1.189,1.536,0.792,1.152
8433,34.14972,-118.43005,2.305,1.189,1.537,0.793,1.15275
8434,34.14923,-118.43005,2.306,1.19,1.537,0.793,1.15275
8435,34.14873,-118.43005,2.307,1.191,1.538,0.794,1.1535
8436,34.19425,-118.43006,2.244,1.178,1.496,0.785,1.122
8437,34.15067,-118.43006,2.303,1.188,1.536,0.792,1.152
8438,34.04932,-118.43007,2.197,1.224,1.465,0.816,1.09875
8439,34.1489,-118.43009,2.306,1.19,1.537,0.794,1.15275
8440,34.05245,-118.43009,2.21,1.229,1.474,0.82,1.1055
8441,34.00708,-118.43009,1.898,1.048,1.265,0.699,0.94875
8442,33.986,-118.43014,1.67,0.99,1.113,0.66,0.83475
8443,34.05196,-118.43018,2.209,1.229,1.473,0.819,1.10475
8444,34.00778,-118.43024,1.909,1.051,1.273,0.701,0.95475
8445,34.04954,-118.43027,2.199,1.225,1.466,0.817,1.0995
8446,34.00735,-118.4303,1.903,1.05,1.269,0.7,0.95175
8447,34.17797,-118.43034,2.266,1.181,1.511,0.788,1.13325
8448,34.21598,-118.43035,2.217,1.077,1.478,0.718,1.1085
8449,34.217,-118.43038,2.22,1.074,1.48,0.716,1.11
8450,34.00747,-118.43039,1.906,1.05,1.27,0.7,0.9525
8451,34.16392,-118.43041,2.285,1.185,1.523,0.79,1.14225
8452,34.16357,-118.43041,2.286,1.185,1.524,0.79,1.143
8453,34.16343,-118.43041,2.286,1.185,1.524,0.79,1.143
8454,34.1633,-118.43041,2.286,1.185,1.524,0.79,1.143
8455,34.16316,-118.43041,2.286,1.185,1.524,0.79,1.143
8456,34.16302,-118.43041,2.286,1.185,1.524,0.79,1.143
8457,34.16289,-118.43041,2.286,1.185,1.524,0.79,1.143
8458,34.16275,-118.43044,2.287,1.185,1.524,0.79,1.143
8459,34.16248,-118.43044,2.287,1.185,1.525,0.79,1.14375
8460,34.0491,-118.43044,2.196,1.224,1.464,0.816,1.098
8461,34.16449,-118.43045,2.284,1.185,1.523,0.79,1.14225
8462,34.16261,-118.43045,2.287,1.185,1.524,0.79,1.143
8463,34.1622,-118.43046,2.287,1.185,1.525,0.79,1.14375
8464,34.16176,-118.43046,2.288,1.185,1.525,0.79,1.14375
8465,34.04977,-118.43046,2.2,1.226,1.467,0.818,1.10025
8466,34.16233,-118.43047,2.287,1.185,1.525,0.79,1.14375
8467,34.14727,-118.43048,2.308,1.193,1.538,0.795,1.1535
8468,34.05476,-118.43049,2.219,1.232,1.479,0.821,1.10925
8469,33.98456,-118.43049,1.662,0.988,1.108,0.658,0.831
8470,34.04988,-118.43056,2.201,1.227,1.468,0.818,1.101
8471,34.04928,-118.43056,2.197,1.224,1.465,0.816,1.09875
8472,34.05145,-118.43057,2.207,1.229,1.472,0.819,1.104
8473,33.98638,-118.4306,1.672,0.991,1.115,0.661,0.83625
8474,34.20504,-118.43064,2.257,1.148,1.505,0.765,1.12875
8475,34.20248,-118.43064,2.246,1.177,1.497,0.784,1.12275
8476,34.05156,-118.43066,2.208,1.229,1.472,0.819,1.104
8477,34.04998,-118.43067,2.202,1.227,1.468,0.818,1.101
8478,34.20533,-118.43069,2.258,1.144,1.506,0.763,1.1295
8479,34.22406,-118.43071,2.242,1.089,1.494,0.726,1.1205
8480,34.04945,-118.43071,2.199,1.225,1.466,0.817,1.0995
8481,34.15194,-118.43074,2.3,1.187,1.533,0.791,1.14975
8482,34.15133,-118.43074,2.301,1.187,1.534,0.791,1.1505
8483,34.0501,-118.43075,2.203,1.228,1.468,0.818,1.101
8484,34.05095,-118.43076,2.206,1.228,1.47,0.819,1.1025
8485,34.17865,-118.43078,2.265,1.181,1.51,0.787,1.1325
8486,34.17838,-118.43078,2.265,1.181,1.51,0.787,1.1325
8487,34.16282,-118.43078,2.286,1.185,1.524,0.79,1.143
8488,34.16061,-118.43078,2.288,1.185,1.526,0.79,1.1445
8489,34.1604,-118.43078,2.289,1.185,1.526,0.79,1.1445
8490,34.16149,-118.43081,2.287,1.185,1.525,0.79,1.14375
8491,34.19776,-118.43082,2.238,1.176,1.492,0.784,1.119
8492,34.20223,-118.43084,2.245,1.18,1.497,0.786,1.12275
8493,34.18867,-118.43084,2.251,1.178,1.5,0.786,1.125
8494,34.18896,-118.43085,2.25,1.178,1.5,0.786,1.125
8495,34.19903,-118.43087,2.236,1.176,1.491,0.784,1.11825
8496,34.19865,-118.43087,2.237,1.176,1.491,0.784,1.11825
8497,34.16391,-118.43087,2.284,1.184,1.523,0.789,1.14225
8498,34.16019,-118.43087,2.289,1.185,1.526,0.79,1.1445
8499,34.17712,-118.43088,2.266,1.181,1.511,0.787,1.13325
8500,34.17697,-118.43088,2.267,1.181,1.511,0.787,1.13325
8501,34.16446,-118.43088,2.283,1.184,1.522,0.789,1.1415
8502,34.16192,-118.43088,2.287,1.185,1.524,0.79,1.143
8503,34.21233,-118.43089,2.204,1.086,1.47,0.724,1.1025
8504,34.17286,-118.43089,2.272,1.182,1.515,0.788,1.13625
8505,34.04967,-118.4309,2.2,1.226,1.467,0.818,1.10025
8506,34.18928,-118.43092,2.25,1.178,1.5,0.786,1.125
8507,34.18262,-118.43092,2.259,1.18,1.506,0.787,1.1295
8508,34.00339,-118.43094,1.852,1.032,1.234,0.688,0.9255
8509,34.22435,-118.43095,2.242,1.09,1.495,0.727,1.12125
8510,34.17778,-118.43095,2.265,1.181,1.51,0.787,1.1325
8511,34.18839,-118.43098,2.251,1.178,1.501,0.786,1.12575
8512,34.19733,-118.431,2.239,1.176,1.492,0.784,1.119
8513,33.98607,-118.43102,1.67,0.991,1.113,0.661,0.83475
8514,33.99995,-118.43105,1.804,1.017,1.203,0.678,0.90225
8515,34.0489,-118.43107,2.195,1.223,1.464,0.816,1.098
8516,34.05434,-118.43113,2.218,1.231,1.479,0.821,1.10925
8517,34.20976,-118.43114,2.201,1.095,1.467,0.73,1.10025
8518,34.20976,-118.43114,2.201,1.095,1.467,0.73,1.10025
8519,34.20976,-118.43114,2.201,1.095,1.467,0.73,1.10025
8520,34.20976,-118.43114,2.201,1.095,1.467,0.73,1.10025
8521,34.20411,-118.43115,2.253,1.159,1.502,0.772,1.1265
8522,34.00322,-118.43122,1.851,1.032,1.234,0.688,0.9255
8523,34.18424,-118.43123,2.256,1.179,1.504,0.786,1.128
8524,34.17815,-118.43123,2.264,1.181,1.51,0.787,1.1325
8525,34.1969,-118.43124,2.239,1.176,1.493,0.784,1.11975
8526,34.19188,-118.43124,2.246,1.177,1.497,0.785,1.12275
8527,34.04913,-118.43125,2.197,1.224,1.465,0.816,1.09875
8528,33.96004,-118.43125,1.56,0.941,1.04,0.627,0.78
8529,34.17266,-118.43126,2.272,1.182,1.514,0.788,1.1355
8530,34.19664,-118.43127,2.239,1.176,1.493,0.784,1.11975
8531,34.05353,-118.43127,2.215,1.231,1.477,0.821,1.10775
8532,34.1981,-118.43128,2.237,1.176,1.492,0.784,1.119
8533,34.00021,-118.43129,1.809,1.018,1.206,0.679,0.9045
8534,34.04857,-118.43133,2.194,1.222,1.462,0.815,1.0965
8535,34.00386,-118.43133,1.86,1.035,1.24,0.69,0.93
8536,34.00314,-118.43136,1.85,1.031,1.234,0.688,0.9255
8537,34.05023,-118.4314,2.204,1.228,1.469,0.819,1.10175
8538,34.0038,-118.43148,1.86,1.034,1.24,0.69,0.93
8539,34.00308,-118.43148,1.85,1.031,1.234,0.687,0.9255
8540,34.16122,-118.43149,2.286,1.184,1.524,0.789,1.143
8541,34.16122,-118.43149,2.286,1.184,1.524,0.789,1.143
8542,34.16122,-118.43149,2.286,1.184,1.524,0.789,1.143
8543,34.16122,-118.43149,2.286,1.184,1.524,0.789,1.143
8544,34.16122,-118.43149,2.286,1.184,1.524,0.789,1.143
8545,34.16122,-118.43149,2.286,1.184,1.524,0.789,1.143
8546,34.16122,-118.43149,2.286,1.184,1.524,0.789,1.143
8547,34.15882,-118.43149,2.289,1.184,1.526,0.79,1.1445
8548,34.15882,-118.43149,2.289,1.184,1.526,0.79,1.1445
8549,34.0545,-118.43149,2.219,1.232,1.479,0.821,1.10925
8550,34.05035,-118.43149,2.204,1.228,1.47,0.819,1.1025
8551,34.19697,-118.43151,2.239,1.176,1.492,0.784,1.119
8552,34.05516,-118.43151,2.221,1.232,1.481,0.822,1.11075
8553,34.05405,-118.43151,2.217,1.231,1.478,0.821,1.1085
8554,34.19871,-118.43155,2.236,1.176,1.491,0.784,1.11825
8555,34.00226,-118.43157,1.839,1.028,1.226,0.685,0.9195
8556,34.05537,-118.43159,2.222,1.232,1.481,0.822,1.11075
8557,34.19951,-118.4316,2.235,1.175,1.49,0.784,1.1175
8558,34.19562,-118.4316,2.24,1.176,1.494,0.784,1.1205
8559,34.18173,-118.4316,2.259,1.18,1.506,0.786,1.1295
8560,34.17875,-118.43161,2.263,1.18,1.509,0.787,1.13175
8561,34.00428,-118.43161,1.868,1.037,1.245,0.691,0.93375
8562,34.00301,-118.43161,1.85,1.031,1.233,0.687,0.92475
8563,34.19783,-118.43162,2.237,1.176,1.492,0.784,1.119
8564,34.19517,-118.43163,2.241,1.176,1.494,0.784,1.1205
8565,34.19014,-118.43163,2.248,1.178,1.498,0.785,1.1235
8566,34.1886,-118.43163,2.25,1.178,1.5,0.785,1.125
8567,34.20001,-118.43164,2.234,1.175,1.49,0.784,1.1175
8568,34.18993,-118.43164,2.248,1.178,1.499,0.785,1.12425
8569,34.19473,-118.43165,2.241,1.177,1.494,0.784,1.1205
8570,34.17153,-118.43165,2.272,1.182,1.515,0.788,1.13625
8571,34.18781,-118.43167,2.251,1.178,1.501,0.785,1.12575
8572,34.19974,-118.43168,2.235,1.175,1.49,0.784,1.1175
8573,34.05135,-118.4317,2.208,1.229,1.472,0.819,1.104
8574,34.04969,-118.43173,2.201,1.227,1.468,0.818,1.101
8575,34.00292,-118.43173,1.849,1.031,1.233,0.687,0.92475
8576,34.05559,-118.43174,2.223,1.233,1.482,0.822,1.1115
8577,34.00363,-118.43174,1.86,1.034,1.24,0.689,0.93
8578,34.18275,-118.43176,2.257,1.179,1.505,0.786,1.12875
8579,34.00356,-118.43187,1.859,1.033,1.24,0.689,0.93
8580,34.05574,-118.43192,2.223,1.233,1.482,0.822,1.1115
8581,34.00285,-118.43192,1.849,1.03,1.233,0.687,0.92475
8582,34.0499,-118.43194,2.203,1.228,1.469,0.819,1.10175
8583,33.95625,-118.43194,1.554,0.934,1.036,0.622,0.777
8584,33.95609,-118.43199,1.554,0.933,1.036,0.622,0.777
8585,34.04838,-118.432,2.193,1.222,1.462,0.815,1.0965
8586,34.18513,-118.43201,2.254,1.178,1.503,0.786,1.12725
8587,34.00348,-118.43201,1.859,1.033,1.239,0.689,0.92925
8588,34.05715,-118.43202,2.228,1.234,1.486,0.823,1.1145
8589,34.05355,-118.43203,2.216,1.231,1.477,0.821,1.10775
8590,34.04849,-118.43204,2.194,1.222,1.463,0.815,1.09725
8591,34.17154,-118.43205,2.271,1.181,1.514,0.788,1.1355
8592,34.21946,-118.43207,2.225,1.067,1.484,0.712,1.113
8593,34.21946,-118.43207,2.225,1.067,1.484,0.712,1.113
8594,34.04948,-118.43207,2.2,1.226,1.467,0.818,1.10025
8595,34.03207,-118.4321,2.083,1.156,1.389,0.771,1.04175
8596,33.9559,-118.43212,1.553,0.933,1.035,0.622,0.77625
8597,34.05367,-118.43213,2.216,1.231,1.478,0.821,1.1085
8598,34.14958,-118.43215,2.299,1.186,1.533,0.791,1.14975
8599,34.14942,-118.43215,2.299,1.186,1.533,0.791,1.14975
8600,34.18836,-118.43217,2.249,1.178,1.5,0.785,1.125
8601,34.05493,-118.43217,2.221,1.232,1.481,0.822,1.11075
8602,34.05656,-118.43218,2.226,1.234,1.484,0.822,1.113
8603,34.1878,-118.43219,2.25,1.178,1.5,0.785,1.125
8604,34.0487,-118.43225,2.196,1.223,1.464,0.816,1.098
8605,33.96003,-118.43227,1.555,0.941,1.037,0.627,0.77775
8606,34.04969,-118.43228,2.202,1.227,1.468,0.818,1.101
8607,34.04983,-118.43236,2.203,1.228,1.469,0.819,1.10175
8608,33.95637,-118.43236,1.553,0.934,1.035,0.623,0.77625
8609,34.05502,-118.43237,2.221,1.232,1.481,0.822,1.11075
8610,34.05543,-118.4324,2.223,1.233,1.482,0.822,1.1115
8611,34.05392,-118.4324,2.218,1.232,1.478,0.821,1.1085
8612,34.19361,-118.43243,2.242,1.176,1.495,0.784,1.12125
8613,34.06115,-118.43243,2.242,1.237,1.495,0.825,1.12125
8614,34.00326,-118.43243,1.858,1.032,1.239,0.688,0.92925
8615,33.96003,-118.43244,1.554,0.941,1.036,0.627,0.777
8616,34.02538,-118.43245,2.037,1.128,1.358,0.752,1.0185
8617,34.22735,-118.43246,2.25,1.101,1.5,0.734,1.125
8618,34.03223,-118.43246,2.085,1.157,1.39,0.771,1.0425
8619,33.95623,-118.43248,1.553,0.934,1.035,0.622,0.77625
8620,34.05062,-118.43254,2.207,1.229,1.471,0.819,1.10325
8621,34.1492,-118.43255,2.298,1.186,1.532,0.791,1.149
8622,34.14883,-118.43255,2.299,1.187,1.533,0.791,1.14975
8623,34.0533,-118.43258,2.216,1.231,1.477,0.821,1.10775
8624,34.00322,-118.43261,1.859,1.032,1.239,0.688,0.92925
8625,33.99684,-118.43262,1.776,1.012,1.184,0.675,0.888
8626,33.95969,-118.43264,1.553,0.94,1.035,0.627,0.77625
8627,33.95611,-118.43267,1.552,0.933,1.035,0.622,0.77625
8628,34.14773,-118.43271,2.3,1.189,1.533,0.792,1.14975
8629,34.04775,-118.43271,2.19,1.22,1.46,0.813,1.095
8630,34.0502,-118.43273,2.205,1.229,1.47,0.819,1.1025
8631,34.04926,-118.43273,2.2,1.226,1.467,0.817,1.10025
8632,34.20093,-118.43277,2.238,1.177,1.492,0.785,1.119
8633,34.18535,-118.4328,2.252,1.178,1.502,0.785,1.1265
8634,34.04937,-118.43282,2.201,1.226,1.467,0.818,1.10025
8635,33.95559,-118.43286,1.552,0.933,1.035,0.622,0.77625
8636,33.95902,-118.43287,1.552,0.939,1.035,0.626,0.77625
8637,33.95604,-118.4329,1.552,0.933,1.035,0.622,0.77625
8638,34.14942,-118.43293,2.297,1.185,1.531,0.79,1.14825
8639,34.05475,-118.43293,2.221,1.232,1.48,0.822,1.11
8640,34.04896,-118.43297,2.198,1.225,1.465,0.817,1.09875
8641,34.03416,-118.43297,2.098,1.165,1.399,0.777,1.04925
8642,34.14991,-118.43298,2.296,1.184,1.531,0.79,1.14825
8643,34.14909,-118.43298,2.297,1.186,1.531,0.791,1.14825
8644,33.95945,-118.43299,1.551,0.94,1.034,0.627,0.7755
8645,34.04807,-118.43302,2.192,1.221,1.462,0.814,1.0965
8646,34.05601,-118.43304,2.225,1.233,1.483,0.822,1.11225
8647,34.03426,-118.43305,2.099,1.165,1.399,0.777,1.04925
8648,34.03323,-118.43306,2.092,1.161,1.395,0.774,1.04625
8649,34.04905,-118.43307,2.199,1.225,1.466,0.817,1.0995
8650,33.95886,-118.43308,1.551,0.939,1.034,0.626,0.7755
8651,34.20157,-118.43313,2.24,1.179,1.493,0.786,1.11975
8652,33.95944,-118.43313,1.551,0.94,1.034,0.627,0.7755
8653,34.20089,-118.43314,2.237,1.177,1.491,0.785,1.11825
8654,33.95556,-118.43316,1.552,0.933,1.034,0.622,0.7755
8655,34.04916,-118.43317,2.2,1.226,1.466,0.817,1.0995
8656,33.99698,-118.4332,1.78,1.012,1.187,0.675,0.89025
8657,34.00221,-118.43323,1.848,1.028,1.232,0.685,0.924
8658,33.95623,-118.43323,1.551,0.934,1.034,0.623,0.7755
8659,34.00376,-118.43325,1.87,1.035,1.247,0.69,0.93525
8660,33.95983,-118.43326,1.55,0.941,1.033,0.627,0.77475
8661,34.1942,-118.43328,2.241,1.176,1.494,0.784,1.1205
8662,33.95944,-118.43329,1.55,0.94,1.033,0.627,0.77475
8663,34.05065,-118.43331,2.208,1.23,1.472,0.82,1.104
8664,34.0484,-118.43331,2.195,1.223,1.463,0.815,1.09725
8665,34.03454,-118.43335,2.101,1.167,1.401,0.778,1.05075
8666,34.18094,-118.43341,2.257,1.178,1.505,0.785,1.12875
8667,34.05423,-118.43341,2.219,1.232,1.48,0.822,1.11
8668,34.00272,-118.43346,1.856,1.03,1.237,0.687,0.92775
8669,33.95552,-118.43346,1.551,0.933,1.034,0.622,0.7755
8670,33.95944,-118.43349,1.549,0.94,1.033,0.627,0.77475
8671,34.04915,-118.43357,2.2,1.226,1.467,0.817,1.10025
8672,34.04808,-118.43357,2.193,1.222,1.462,0.815,1.0965
8673,34.15051,-118.43358,2.293,1.183,1.529,0.789,1.14675
8674,34.18635,-118.4336,2.25,1.177,1.5,0.785,1.125
8675,34.04924,-118.4336,2.201,1.226,1.467,0.818,1.10025
8676,34.1505,-118.43361,2.293,1.183,1.529,0.789,1.14675
8677,34.0472,-118.43361,2.187,1.218,1.458,0.812,1.0935
8678,34.00267,-118.43362,1.856,1.03,1.238,0.687,0.9285
8679,34.14955,-118.43364,2.294,1.184,1.53,0.789,1.1475
8680,34.14995,-118.43365,2.294,1.183,1.529,0.789,1.14675
8681,33.95945,-118.43366,1.548,0.94,1.032,0.627,0.774
8682,34.04885,-118.43369,2.198,1.225,1.465,0.817,1.09875
8683,33.95587,-118.4337,1.551,0.933,1.034,0.622,0.7755
8684,33.95549,-118.43372,1.551,0.933,1.034,0.622,0.7755
8685,34.00257,-118.43374,1.856,1.03,1.237,0.687,0.92775
8686,34.30658,-118.43375,2.94,1.61,1.96,1.073,1.47
8687,34.0483,-118.43377,2.195,1.223,1.463,0.815,1.09725
8688,34.05622,-118.43378,2.226,1.234,1.484,0.822,1.113
8689,34.05469,-118.43379,2.221,1.233,1.481,0.822,1.11075
8690,34.02974,-118.43379,2.069,1.147,1.379,0.765,1.03425
8691,33.95944,-118.43379,1.548,0.94,1.032,0.627,0.774
8692,33.95889,-118.43381,1.548,0.939,1.032,0.626,0.774
8693,34.04947,-118.43385,2.203,1.228,1.468,0.818,1.101
8694,34.04841,-118.43386,2.196,1.223,1.464,0.816,1.098
8695,34.05481,-118.43388,2.222,1.233,1.481,0.822,1.11075
8696,34.0025,-118.43388,1.855,1.03,1.237,0.686,0.92775
8697,33.95612,-118.43391,1.55,0.934,1.034,0.623,0.7755
8698,33.95944,-118.43395,1.547,0.94,1.031,0.627,0.77325
8699,34.04852,-118.43396,2.196,1.224,1.464,0.816,1.098
8700,34.18635,-118.43402,2.249,1.177,1.5,0.785,1.125
8701,34.05598,-118.43407,2.225,1.234,1.484,0.822,1.113
8702,33.95575,-118.43409,1.55,0.933,1.034,0.622,0.7755
8703,34.04933,-118.43411,2.202,1.227,1.468,0.818,1.101
8704,34.0487,-118.43411,2.198,1.225,1.465,0.816,1.09875
8705,33.96006,-118.43412,1.545,0.942,1.03,0.628,0.7725
8706,33.95944,-118.43412,1.546,0.94,1.031,0.627,0.77325
8707,33.95535,-118.43412,1.551,0.932,1.034,0.622,0.7755
8708,34.20154,-118.43413,2.239,1.179,1.493,0.786,1.11975
8709,34.00236,-118.43416,1.855,1.029,1.237,0.686,0.92775
8710,34.19423,-118.43417,2.24,1.175,1.493,0.784,1.11975
8711,34.20081,-118.43418,2.236,1.176,1.491,0.784,1.11825
8712,34.04944,-118.4342,2.203,1.228,1.469,0.818,1.10175
8713,33.95525,-118.43423,1.551,0.932,1.034,0.621,0.7755
8714,33.9982,-118.43428,1.799,1.015,1.199,0.677,0.89925
8715,33.96006,-118.43428,1.545,0.942,1.03,0.628,0.7725
8716,33.95574,-118.43431,1.55,0.933,1.033,0.622,0.77475
8717,33.95944,-118.43433,1.545,0.94,1.03,0.627,0.7725
8718,34.00233,-118.43436,1.855,1.029,1.237,0.686,0.92775
8719,34.00474,-118.43439,1.89,1.04,1.26,0.693,0.945
8720,33.99812,-118.43443,1.799,1.015,1.199,0.677,0.89925
8721,34.1505,-118.43445,2.291,1.182,1.527,0.788,1.14525
8722,34.14991,-118.43445,2.291,1.182,1.528,0.788,1.146
8723,34.00222,-118.43445,1.854,1.028,1.236,0.686,0.927
8724,33.95519,-118.43445,1.551,0.932,1.034,0.621,0.7755
8725,33.99886,-118.43446,1.808,1.016,1.205,0.678,0.90375
8726,34.18698,-118.43448,2.248,1.176,1.499,0.784,1.12425
8727,34.04923,-118.43457,2.202,1.227,1.468,0.818,1.101
8728,33.99805,-118.43457,1.799,1.015,1.199,0.677,0.89925
8729,34.05562,-118.43458,2.225,1.234,1.483,0.822,1.11225
8730,33.95509,-118.43458,1.551,0.932,1.034,0.621,0.7755
8731,34.05112,-118.43459,2.21,1.231,1.474,0.821,1.1055
8732,34.18635,-118.43462,2.249,1.176,1.499,0.784,1.12425
8733,34.20153,-118.43469,2.239,1.178,1.492,0.785,1.119
8734,33.99799,-118.4347,1.798,1.015,1.199,0.677,0.89925
8735,34.17242,-118.43472,2.265,1.178,1.51,0.786,1.1325
8736,33.99912,-118.43474,1.812,1.017,1.208,0.678,0.906
8737,34.17182,-118.43476,2.266,1.178,1.51,0.786,1.1325
8738,33.99861,-118.43476,1.806,1.016,1.204,0.677,0.903
8739,34.04897,-118.43477,2.2,1.226,1.467,0.817,1.10025
8740,34.0021,-118.43478,1.854,1.028,1.236,0.685,0.927
8741,34.03856,-118.4348,2.13,1.184,1.42,0.789,1.065
8742,33.99753,-118.4348,1.793,1.014,1.196,0.676,0.897
8743,33.95556,-118.43483,1.55,0.933,1.033,0.622,0.77475
8744,34.19425,-118.43486,2.239,1.175,1.493,0.783,1.11975
8745,34.20085,-118.43487,2.236,1.176,1.49,0.784,1.1175
8746,34.05096,-118.43488,2.21,1.231,1.473,0.821,1.10475
8747,33.99854,-118.4349,1.806,1.016,1.204,0.677,0.903
8748,33.95593,-118.43491,1.549,0.934,1.033,0.622,0.77475
8749,33.99908,-118.43494,1.813,1.017,1.209,0.678,0.90675
8750,34.17182,-118.43495,2.265,1.178,1.51,0.786,1.1325
8751,34.05691,-118.43495,2.229,1.234,1.486,0.823,1.1145
8752,34.05108,-118.43499,2.211,1.231,1.474,0.821,1.1055
8753,34.00125,-118.43505,1.843,1.024,1.229,0.683,0.92175
8754,33.99896,-118.43505,1.812,1.017,1.208,0.678,0.906
8755,33.99849,-118.43505,1.806,1.016,1.204,0.677,0.903
8756,33.95621,-118.43505,1.548,0.934,1.032,0.623,0.774
8757,34.17241,-118.43506,2.264,1.178,1.51,0.785,1.1325
8758,34.0061,-118.43507,1.9,1.046,1.267,0.697,0.95025
8759,34.04891,-118.43509,2.2,1.226,1.467,0.817,1.10025
8760,33.96005,-118.43511,1.54,0.942,1.027,0.628,0.77025
8761,34.00242,-118.43513,1.861,1.03,1.241,0.686,0.93075
8762,34.00525,-118.43514,1.894,1.042,1.263,0.695,0.94725
8763,34.30628,-118.43516,2.94,1.61,1.96,1.074,1.47
8764,34.04902,-118.43519,2.201,1.227,1.467,0.818,1.10025
8765,34.03906,-118.4352,2.134,1.186,1.423,0.791,1.06725
8766,33.9568,-118.4352,1.547,0.936,1.031,0.624,0.77325
8767,33.95642,-118.43522,1.547,0.935,1.032,0.623,0.774
8768,33.99892,-118.43523,1.812,1.017,1.208,0.678,0.906
8769,33.99951,-118.43526,1.82,1.018,1.213,0.679,0.90975
8770,34.22787,-118.43527,2.248,1.092,1.499,0.728,1.12425
8771,34.17215,-118.43527,2.264,1.178,1.509,0.785,1.13175
8772,34.04914,-118.43528,2.202,1.227,1.468,0.818,1.101
8773,33.96005,-118.43528,1.539,0.942,1.026,0.628,0.7695
8774,34.03041,-118.43529,2.075,1.151,1.383,0.767,1.03725
8775,34.14812,-118.43535,2.292,1.184,1.528,0.789,1.146
8776,33.99883,-118.43535,1.812,1.017,1.208,0.678,0.906
8777,34.00556,-118.43538,1.896,1.044,1.264,0.696,0.948
8778,34.0011,-118.43538,1.843,1.024,1.229,0.683,0.92175
8779,33.99691,-118.43539,1.788,1.013,1.192,0.675,0.894
8780,34.18095,-118.43541,2.254,1.177,1.503,0.784,1.12725
8781,34.00173,-118.43545,1.853,1.027,1.235,0.684,0.92625
8782,33.99761,-118.43545,1.797,1.014,1.198,0.676,0.8985
8783,34.00567,-118.43546,1.897,1.044,1.265,0.696,0.94875
8784,34.05153,-118.43548,2.213,1.232,1.475,0.821,1.10625
